"","$validation_var",".wx.1.id",".wx.3.experimental_condition",".wx.8.session_length",".wx.page_trail",".wx.pages_visited",".wx.user_agent","age","big_A10","big_A19","big_A24","big_A38","big_Ar11","big_Ar30","big_Ar37","big_C07","big_C08","big_C14","big_C26","big_C31","big_Cr20","big_Cr21","big_Cr29","big_Cr34","big_Cr39","big_E05","big_E06","big_E16","big_E18","big_E40","big_Er13","big_Er27","big_Er32","big_Er41","big_N02","big_N09","big_N22","big_N33","big_N36","big_Nr03","big_Nr12","big_Nr28","big_O04","big_O17","big_Or01","big_Or15","big_Or23","big_Or25","big_Or35","edu","fav_device","fbclid","gender","inc_cur","income","occ","os_pref","os_use","quit_early","rt_1","rt_2","rt_3","rt_4","rt_5","rt_6","seriousness","so","tech_interest","validation_kicked_in_2","vas_ar","vi_1","vi_2","vi_3","vi_4","vi_5","vi_6","z0_browser_screen_h","z0_browser_screen_w","start_time","end_time"
"433",FALSE,10130,"74VAS",280,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",33,3.8,3.6,3.2,2.1,3.4,4,4.1,3.6,3.2,3.4,2.4,1.7,3.8,2.5,2.8,3.6,4.9,3,3.7,2.7,3.5,3.6,3.4,3.4,3.6,4.6,3.4,2.1,3.3,2.7,3.2,4.1,3.6,2.7,3.5,3,3.7,2,3.3,3.4,3.8,"05","iPhone",NA,"woman","euro","3000","01","mac","mac",NA,26106,NA,49532,55620,50095,56721,"participate","jk",54,0,61,1,NA,1,1,1,1,900,1440,2024-05-06 21:30:17,2024-05-06 21:34:57
"434",NA,55116,NA,67737,"start.html - start.html - start.html - start.html",4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-06 21:35:27,2024-05-07 16:24:24
"435",NA,58845,NA,0,"start.html",1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-06 22:19:31,2024-05-06 22:19:31
"436",FALSE,74965,"66VASnt",278,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",20,5,5,5,4.1,4.6,5,5,4.3,4.4,4.5,5,1.6,5,1,1,2.9,4.5,5,5,5,5,4.1,5,5,4.9,5,3.8,1.5,4,4.2,5,4.5,5,1,5,4.8,4.7,5,5,5,5,"02","Apple%20Laptop",NA,"woman","dollar","8000","05","mac","mac",NA,13392,49718,43015,28518,36620,103897,"participate","ind",59,0,86,1,1,1,1,1,1,900,1440,2024-05-07 07:26:26,2024-05-07 07:31:04
"437",TRUE,86326,"74VAS",413,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",20,5,4.6,4.2,4.3,5,4.4,4.2,3,3.4,3.6,3.5,2.5,2.8,3.4,2.5,3.9,3.6,4,4,4,3.4,5,3.8,3.7,4.6,3.7,3.7,3.2,3.3,3.2,2.7,3.6,3.4,3.1,4.4,4.4,4.4,3.8,4.1,4.3,4.6,"02","Apple%20Smartphone",NA,"woman","euro","0","05","mac","mac",NA,15481,NA,46092,56836,169548,70831,"participate","so",0,0,55,1,NA,1,1,1,1,800,1280,2024-05-07 09:15:47,2024-05-07 09:22:40
"438",NA,68614,"66VASnt",11,"start.html - 148.html",2,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 (Ecosia android@119)",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"woman",NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,"participate","so",NA,0,NA,1,NA,NA,NA,NA,NA,753,1205,2024-05-07 10:53:17,2024-05-07 10:53:28
"439",NA,25109,NA,0,"start.html",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"so",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-07 11:42:37,2024-05-07 11:42:37
"440",FALSE,43224,"66VASnt",497,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",22,4.8,2.9,4.8,3.5,4.8,4.7,4.6,3.9,4.3,4.4,4.5,2.8,4.9,4.8,3.6,4.4,4.3,1.2,1.2,1.1,1.2,1.8,1.1,1.1,1.1,1.8,2.6,4.3,4.6,4.5,4.6,4,4.8,4.3,4.3,4.7,4.6,4.3,4.5,4.4,4,"02",NA,NA,"woman",NA,NA,"05","win","win",NA,13656,84051,116497,69902,95443,113501,"participate","so",69,1,28,1,1,1,1,1,1,768,1366,2024-05-07 12:38:28,2024-05-07 12:46:45
"441",NA,31037,NA,0,"start.html",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"so",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-07 12:49:09,2024-05-07 12:49:09
"442",TRUE,73471,"74VAS",527,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",20,4.9,3.8,4.5,3.7,2.3,3.6,5,2.7,3.7,3.6,2.6,2.2,4,2.3,2.5,2.6,4.4,3.7,2.6,3.3,3.8,2.6,3.3,3.7,3.6,3.8,3.5,1.1,3.9,2.5,2.4,4,4.1,2.1,4.1,4.4,5,2.4,4.7,3.9,4.6,"02","iphone",NA,"woman","dollar","2000","0","mac","mac",NA,14693,NA,41723,55212,107436,256562,"participate","jk",19,0,33,1,NA,1,1,1,1,900,1440,2024-05-07 15:42:14,2024-05-07 15:51:01
"443",NA,9977,NA,0,"start.html",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-07 16:28:11,2024-05-07 16:28:11
"444",NA,41353,NA,12011972,"start.html - start.html - start.html - start.html",4,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-07 17:15:13,2024-09-23 17:54:45
"445",FALSE,82999,"89LIK",402,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",22,5,5,4,4,5,5,3,2,2,5,5,2,5,4,4,4,5,2,4,4,4,5,4,3,3,5,2,1,3,3,3,4,4,1,5,5,5,5,5,5,5,"02","Android%20Smartphone",NA,"woman","euro","850","05","win","win",NA,16586,NA,32261,123893,54645,66502,"participate","so",5,0,78,1,NA,1,1,1,1,864,1536,2024-05-07 18:46:29,2024-05-07 18:53:11
"446",NA,20595,NA,0,"start.html",1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-07 22:18:20,2024-05-07 22:18:20
"447",FALSE,7389,"66VASnt",291,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",21,4.3,3.5,3.7,1.8,2.7,2.7,3.5,2.1,1.7,2.5,4.4,1.3,1.3,1.5,2,2.2,4.2,3.8,3.6,4,4.6,3.9,4.2,3.8,4.7,4.9,3.9,1.5,4.4,4,3.9,4.2,4.3,2.6,4.2,4.3,5,4.2,4.4,4.8,4.5,"02","Android%20Smartphone",NA,"woman","euro","800","05","win","win",NA,23941,78810,48882,34725,38064,62997,"participate","so",6,0,55,1,1,1,1,1,1,768,1366,2024-05-08 01:33:31,2024-05-08 01:38:22
"448",FALSE,49682,"74VAS",255,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",22,5,3.3,3.7,4,4.3,2.3,4.3,2.1,2.6,4.5,4,1.7,1.4,1.7,4.1,4.1,4.6,2.3,3.3,3.8,2.6,2.7,2.3,1.7,2.3,3.7,2.4,2.7,2.9,2,1.5,2.2,2,3,5,4.1,5,4,3.9,4.1,4.5,"02","Lenovo%20Laptop",NA,"woman","euro","1200","05","win","win",NA,16028,NA,47600,37559,48500,62750,"participate","so",17,0,54,1,NA,1,1,1,1,720,1280,2024-05-08 10:10:09,2024-05-08 10:14:24
"449",FALSE,28728,"89LIK",209,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",25,5,4,3,5,4,1,5,3,1,2,2,1,3,2,2,3,4,4,3,4,4,4,2,3,5,4,5,4,3,4,5,4,5,4,5,4,4,5,4,2,5,"04","IPad",NA,"woman","euro","1100","05","win","win",NA,16288,NA,32552,39703,31249,55743,"participate","so",21,0,50,1,NA,1,1,1,1,832,384,2024-05-08 11:29:38,2024-05-08 11:33:07
"450",NA,28101,NA,0,"start.html",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-08 18:05:03,2024-05-08 18:05:03
"451",FALSE,79435,"74VAS",693,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",21,5,3.4,4.7,4.4,4.7,2.3,4.5,4.8,4.2,4.5,3.5,3.1,5,5,4.2,1.8,4.5,2.2,4.7,5,4.7,5,3.5,5,5,5,1.2,1,1,1.6,1,1.2,3,1,3.6,1.2,1.2,3.9,3.8,2,3.8,"02","My%20car",NA,"man","euro","867","01","win","win",NA,16795,NA,131891,194834,122706,94206,"participate","so",100,0,64,1,NA,1,1,1,1,1080,810,2024-05-08 20:49:18,2024-05-08 21:00:51
"452",NA,15160,"89LIK",136,"start.html - 148.html",2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"woman",NA,NA,NA,NA,NA,NA,135424,NA,NA,NA,NA,NA,"participate","jk",NA,0,NA,1,NA,NA,NA,NA,NA,720,1280,2024-05-08 21:38:53,2024-05-08 21:41:09
"453",NA,90463,NA,0,"start.html",1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-08 22:18:56,2024-05-08 22:18:56
"454",FALSE,73317,"74VAS",1160,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",18,4.4,3.3,3.7,4.3,2.7,4.7,4.9,1,2.1,1.8,3.4,3.5,2.8,1.9,1,2.2,2.1,1,3.4,3.4,2.4,4.6,1.8,1.6,3.9,2.2,4,3.1,3.3,3.3,3.4,3.7,5,2.3,3.5,3.3,4.1,5,4.9,4.2,3.7,"02","my%20iphone%20",NA,"woman","dollar",NA,"05","other","other",NA,917331,NA,48665,40382,27962,68789,"participate","jk",2,0,55,1,NA,1,1,1,1,768,1366,2024-05-09 04:38:02,2024-05-09 04:57:22
"455",NA,49502,NA,0,"start.html",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-09 14:36:05,2024-05-09 14:36:05
"456",NA,36652,NA,0,"start.html",1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-09 22:18:25,2024-05-09 22:18:25
"457",FALSE,5390,"89LIK",938,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",22,5,4,5,4,5,5,5,4,5,5,5,4,4,4,3,3,3,5,4,4,4,4,2,3,2,2,3,3,3,3,2,2,3,2,2,1,1,3,2,3,2,"02","My%20iPhone",NA,"woman",NA,NA,"05","mac","mac",NA,376215,NA,185911,60020,81181,123906,"participate","jk",38,0,55,1,NA,1,1,1,1,768,1366,2024-05-10 19:13:40,2024-05-10 19:29:18
"458",NA,26770,"89LIK",33,"start.html - 148.html",2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"woman",NA,NA,NA,NA,NA,NA,32284,NA,NA,NA,NA,NA,"participate","jk",NA,1,NA,1,NA,NA,NA,NA,NA,768,1366,2024-05-10 19:37:15,2024-05-10 19:37:48
"459",NA,26555,NA,0,"start.html",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-10 20:15:53,2024-05-10 20:15:53
"460",NA,39099,NA,0,"start.html",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-10 20:22:14,2024-05-10 20:22:14
"461",FALSE,20657,"66VASnt",330,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",16,4.6,3.5,4.4,4.4,4.1,2.9,3.3,4.5,3.8,3.3,4.8,3.2,3.1,2.8,1.7,1.6,3.2,3.8,4,2.9,3.9,3,2,2.7,3,2.8,4.6,3.5,3,3.6,3.8,2.2,2.1,2.3,4.4,1,5,3.5,3.7,2.8,4.6,"01","iPhone",NA,"woman","dollar","4000","05","mac","mac",NA,25019,100403,46177,46493,42850,61629,"participate","jk",76,0,71,1,1,1,1,1,1,900,1440,2024-05-10 20:22:30,2024-05-10 20:28:00
"462",TRUE,60743,"66VASnt",32,"start.html - 148.html - 270.html",3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",16,3.8,NA,NA,NA,NA,NA,NA,3.5,3.7,NA,NA,NA,NA,NA,NA,NA,NA,3.7,3.6,NA,NA,NA,NA,NA,NA,NA,3.6,3.8,NA,NA,NA,2.2,NA,NA,3.7,NA,2.2,NA,NA,NA,NA,NA,NA,NA,"woman",NA,NA,NA,NA,NA,NA,5609,23175,NA,NA,NA,NA,"justLook","jk",NA,0,NA,1,1,NA,NA,NA,NA,900,1440,2024-05-10 20:30:57,2024-05-10 20:31:29
"463",FALSE,43803,"66VASnt",565,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",37,3.9,4.1,3.9,4.2,4.4,2.6,3.9,3.3,3.8,3.7,4.1,3.6,3.3,2.4,3.7,4,4.3,2.9,4.3,3.6,3.5,4,3.9,3.7,3.9,4.2,3.3,2,3.2,1.4,1.4,2,2.3,2.6,4.4,2.2,1.9,4,4.7,5,4.7,"05","iPhone",NA,"woman","euro","3000","02","mac","mac",NA,14929,120919,120747,107076,110797,87730,"participate","so",57,0,64,1,1,1,1,1,1,900,1440,2024-05-10 22:04:12,2024-05-10 22:13:37
"464",NA,87351,NA,0,"start.html",1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-10 22:18:07,2024-05-10 22:18:07
"465",FALSE,84506,"66VASnt",376,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",53,3.9,1.9,4,2.9,3.5,4.7,4.8,3.6,3,3.8,4.3,3.2,4.7,3.4,3.1,4.3,3.3,1.2,3.5,1.6,3.1,2.6,1.9,2.2,3.2,3.4,3,3.8,3.5,2.8,2.8,4.1,4.3,2.5,4.4,1.7,2.5,3.8,3.9,4.6,4.9,"02","laptop",NA,"woman","dollar","600","03","mac","win",NA,41561,79517,59775,63725,54938,70912,"participate","jk",43,0,50,1,1,1,1,1,1,864,1536,2024-05-11 05:36:15,2024-05-11 05:42:31
"466",NA,46365,NA,0,"start.html",1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-11 17:03:16,2024-05-11 17:03:16
"467",FALSE,82060,"74VAS",4001,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",36,4.4,3.7,4.5,2.2,4.8,5,5,2.2,2.4,2.2,4.7,1.2,3.8,1.8,2.5,3.6,4,2,2.4,2.5,2.6,3.9,2.6,2.7,4.4,3.4,2.2,2.1,2.1,1.5,1,1.8,1.1,2.2,5,2.2,4,4.9,5,5,5,"05","Apple%20Smartphone",NA,"woman",NA,NA,"03","win","win",NA,247721,NA,3447341,79807,61681,111259,"participate","so",83,0,64,1,NA,1,1,1,1,852,393,2024-05-11 22:11:51,2024-05-11 23:18:32
"468",NA,58603,NA,0,"start.html",1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-05-11 22:17:31,2024-05-11 22:17:31
"469",TRUE,43169,"74VAS",15385,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",16,5,2.9,5,3.4,4.1,4.8,3.9,3.6,3.1,3.3,5,1.9,1,2.1,3.3,3.5,4.6,2,2.3,2.6,4.1,2.1,1,2.1,2.1,3.9,4.5,2.2,5,2.5,3.3,2.6,2.5,2.1,5,1,5,3.8,2.4,5,4.9,"01","Lenovo%20Laptop",NA,"woman","dollar","3000","05","win","win",NA,14578349,NA,142070,134006,72535,358730,"participate","jk",73,0,59,1,NA,1,1,1,1,720,1280,2024-05-12 01:03:05,2024-05-12 05:19:30
